id,bin,area_km2,harbors,overlaps,kcal_all,kcal_cerleg,kcal_bantub,kcal_density,pop_1500,cities_1500,pop_1700,cities_1700,pop_1800,cities_1800,origin_lon,origin_lat,rf_pred_1800,rf_resid_1800
ABW-17,0_0_0,20604,0,18,0,0,0,0.0,0,0,0,0,0,0,171.96546,66.70226,0,-0.0
ABX-20,0_0_0,19103,0,16,0,0,0,0.0,0,0,0,0,0,0,172.4331,65.3523,0,-0.0
ABU-19,0_0_0,19579,0,16,0,0,0,0.0,0,0,0,0,0,0,171.03018,65.62229,0,-0.0
ABV-19,0_0_0,22664,0,17,0,0,0,0.0,0,0,0,0,0,0,171.49782,65.89228,0,-0.02
ABV-18,0_0_0,21149,0,19,0,0,0,0.0,0,0,0,0,0,0,171.49782,66.43227,0,-0.0
ABY-19,0_0_0,18683,0,14,0,0,0,0.0,0,0,0,0,0,0,172.90074,65.62229,0,-0.0
ABW-18,0_0_0,21012,0,17,0,0,0,0.0,0,0,0,0,0,0,171.96546,66.16227,0,-0.0
ABU-20,0_0_0,17335,0,14,0,0,0,0.0,0,0,0,0,0,0,171.03018,65.0823,0,-0.0
ABW-19,0_0_0,17600,0,15,0,0,0,0.0,0,0,0,0,0,0,171.96546,65.62229,0,-0.0
ABU-18,0_0_0,23209,0,19,0,0,0,0.0,0,0,0,0,0,0,171.03018,66.16227,0,-0.02
ABX-18,0_0_0,18336,0,14,0,0,0,0.0,0,0,0,0,0,0,172.4331,66.43227,0,-0.0
ABV-20,0_0_0,17107,0,13,0,0,0,0.0,0,0,0,0,0,0,171.49782,65.3523,0,-0.0
ABY-18,0_0_0,17456,0,14,0,0,0,0.0,0,0,0,0,0,0,172.90074,66.16227,0,-0.0
ABU-17,0_0_0,17970,0,17,0,0,0,0.0,0,0,0,0,0,0,171.03018,66.70226,0,-0.0
ABY-17,0_0_0,17076,0,15,0,0,0,0.0,0,0,0,0,0,0,172.90074,66.70226,0,-0.0
ABX-19,0_0_0,22176,0,17,0,0,0,0.0,0,0,0,0,0,0,172.4331,65.89228,0,-0.01
ABW-20,0_0_0,19154,0,16,0,0,0,0.0,0,0,0,0,0,0,171.96546,65.0823,0,-0.0
ABZ-19,0_0_0,16951,0,14,0,0,0,0.0,0,0,0,0,0,0,173.36838,65.89228,0,-0.0
ABZ-18,0_0_0,16489,0,11,0,0,0,0.0,0,0,0,0,0,0,173.36838,66.43227,0,-0.0
ABZ-17,0_0_0,17639,0,14,0,0,0,0.0,0,0,0,0,0,0,173.36838,66.97225,0,-0.0
ACG-19,0_0_0,21313,0,21,0,0,0,0.0,0,0,0,0,0,0,176.64186,65.62229,0,-0.01
ACI-19,0_0_0,19936,0,18,0,0,0,0.0,0,0,0,0,0,0,177.57714,65.62229,0,-0.0
ACG-18,0_0_0,20574,0,17,0,0,0,0.0,0,0,0,0,0,0,176.64186,66.16227,0,-0.0
ACJ-19,0_0_0,17233,0,13,0,0,0,0.0,0,0,0,0,0,0,178.04478,65.89228,0,-0.0
ACH-18,0_0_0,19583,0,15,0,0,0,0.0,0,0,0,0,0,0,177.1095,66.43227,0,-0.0
ACJ-20,0_0_0,22616,0,20,0,0,0,0.0,0,0,0,0,0,0,178.04478,65.3523,0,-0.02
ACJ-18,0_0_0,20154,0,15,0,0,0,0.0,0,0,0,0,0,0,178.04478,66.43227,0,-0.0
ACH-17,0_0_0,17279,0,14,0,0,0,0.0,0,0,0,0,0,0,177.1095,66.97225,0,-0.0
ACI-18,0_0_0,19418,0,16,0,0,0,0.0,0,0,0,0,0,0,177.57714,66.16227,0,-0.0
ACG-17,0_0_0,16751,0,13,0,0,0,0.0,0,0,0,0,0,0,176.64186,66.70226,0,-0.0
ACF-20,0_0_0,29270,0,24,0,0,0,0.0,0,0,0,0,0,0,176.17422,65.3523,0,-0.0
ACI-17,0_0_0,19890,0,16,0,0,0,0.0,0,0,0,0,0,0,177.57714,66.70226,0,-0.0
ACG-16,0_0_0,17576,0,14,0,0,0,0.0,0,0,0,0,0,0,176.64186,67.24224,0,-0.0
ACH-20,0_0_0,28059,0,24,0,0,0,0.0,0,0,0,0,0,0,177.1095,65.3523,0,-0.01
ACF-19,0_0_0,17411,0,13,0,0,0,0.0,0,0,0,0,0,0,176.17422,65.89228,0,-0.0
ACF-17,0_0_0,19714,0,16,0,0,0,0.0,0,0,0,0,0,0,176.17422,66.97225,0,-0.0
ACI-16,0_0_0,23592,0,20,0,0,0,0.0,0,0,0,0,0,0,177.57714,67.24224,0,-0.02
ACJ-21,0_0_0,10445,0,10,0,0,0,0.0,0,0,0,0,0,0,178.0595,64.6927,0,-0.0
ACH-19,0_0_0,18989,0,14,0,0,0,0.0,0,0,0,0,0,0,177.1095,65.89228,0,-0.0
ACF-18,0_0_0,21407,0,19,0,0,0,0.0,0,0,0,0,0,0,176.17422,66.43227,0,-0.01
ACE-15,0_0_0,16592,0,14,0,0,0,0.0,0,0,0,0,0,0,175.70658,67.78223,0,-0.0
ACG-15,0_0_0,18238,0,13,0,0,0,0.0,0,0,0,0,0,0,176.64186,67.78223,0,-0.0
ACD-15,0_0_0,21298,0,19,0,0,0,0.0,0,0,0,0,0,0,175.23894,68.05222,0,-0.0
ACF-14,0_0_0,17909,0,15,0,0,0,0.0,0,0,0,0,0,0,176.17422,68.5922,0,-0.0
ACD-13,0_0_0,16842,0,12,0,0,0,0.0,0,0,0,0,0,0,175.23894,69.13219,0,-0.0
ACE-12,0_0_0,13777,0,13,0,0,0,0.0,0,0,0,0,0,0,175.70658,69.40218,0,-0.0
ACE-13,0_0_0,23803,0,19,0,0,0,0.0,0,0,0,0,0,0,175.70658,68.8622,0,-0.03
ACE-11,0_0_0,6554,0,6,0,0,0,0.0,0,0,0,0,0,0,175.72388,69.88496,0,-0.0
ACF-13,0_0_0,17910,0,15,0,0,0,0.0,0,0,0,0,0,0,176.17422,69.13219,0,-0.0
ACF-12,0_0_0,8007,0,7,0,0,0,0.0,0,0,0,0,0,0,176.13711,69.77716,0,-0.0
ACE-16,0_0_0,15677,0,12,0,0,0,0.0,0,0,0,0,0,0,175.70658,67.24224,0,-0.0
ACF-15,0_0_0,17120,0,12,0,0,0,0.0,0,0,0,0,0,0,176.17422,68.05222,0,-0.0
ACE-14,0_0_0,16017,0,12,0,0,0,0.0,0,0,0,0,0,0,175.70658,68.32221,0,-0.0
ACG-11,0_0_0,7865,0,6,0,0,0,0.0,0,0,0,0,0,0,176.61321,69.73224,0,-0.0
ACG-14,0_0_0,21204,0,18,0,0,0,0.0,0,0,0,0,0,0,176.64186,68.32221,0,-0.0
ACF-16,0_0_0,15725,0,12,0,0,0,0.0,0,0,0,0,0,0,176.17422,67.51223,0,-0.0
ACA-16,0_0_0,17564,0,16,0,0,0,0.0,0,0,0,0,0,0,173.83602,67.24224,0,-0.0
ACB-15,0_0_0,19797,0,16,0,0,0,0.0,0,0,0,0,0,0,174.30366,68.05222,0,-0.0
ACB-14,0_0_0,20070,0,17,0,0,0,0.0,0,0,0,0,0,0,174.30366,68.5922,0,-0.0
ACA-13,0_0_0,18607,0,17,0,0,0,0.0,0,0,0,0,0,0,173.83602,68.8622,0,-0.0
ACA-12,0_0_0,15324,0,14,0,0,0,0.0,0,0,0,0,0,0,173.83602,69.40218,0,-0.0
ACD-12,0_0_0,8192,0,7,0,0,0,0.0,0,0,0,0,0,0,175.20286,69.84903,0,-0.0
ACC-16,0_0_0,18459,0,15,0,0,0,0.0,0,0,0,0,0,0,174.7713,67.24224,0,-0.0
ACA-14,0_0_0,21175,0,16,0,0,0,0.0,0,0,0,0,0,0,173.83602,68.32221,0,-0.0
ACC-11,0_0_0,8518,0,8,0,0,0,0.0,0,0,0,0,0,0,174.70878,69.86699,0,-0.0
ACB-16,0_0_0,19357,0,17,0,0,0,0.0,0,0,0,0,0,0,174.30366,67.51223,0,-0.0
ACD-14,0_0_0,21284,0,18,0,0,0,0.0,0,0,0,0,0,0,175.23894,68.5922,0,-0.0
ACC-13,0_0_0,17260,0,16,0,0,0,0.0,0,0,0,0,0,0,174.7713,68.8622,0,-0.0
ACA-11,0_0_0,8374,0,9,0,0,0,0.0,0,0,0,0,0,0,173.81945,69.88496,0,-0.0
ACB-13,0_0_0,17676,0,15,0,0,0,0.0,0,0,0,0,0,0,174.30366,69.13219,0,-0.0
ACC-12,0_0_0,14130,0,12,0,0,0,0.0,0,0,0,0,0,0,174.7713,69.40218,0,-0.0
ACC-14,0_0_0,17726,0,14,0,0,0,0.0,0,0,0,0,0,0,174.7713,68.32221,0,-0.0
ACB-12,0_0_0,8334,0,6,0,0,0,0.0,0,0,0,0,0,0,174.31353,69.88496,0,-0.0
ACD-16,0_0_0,19560,0,19,0,0,0,0.0,0,0,0,0,0,0,175.23894,67.51223,0,-0.0
ACA-15,0_0_0,20709,0,17,0,0,0,0.0,0,0,0,0,0,0,173.83602,67.78223,0,-0.0
ACC-15,0_0_0,21652,0,19,0,0,0,0.0,0,0,0,0,0,0,174.7713,67.78223,0,-0.01
ABR-16,0_0_0,27045,0,23,0,0,0,0.0,0,0,0,0,0,0,169.62725,67.51223,0,-0.01
ABT-17,0_0_0,21844,0,18,0,0,0,0.0,0,0,0,0,0,0,170.56254,66.97225,0,-0.01
ABT-16,0_0_0,19876,0,18,0,0,0,0.0,0,0,0,0,0,0,170.56254,67.51223,0,-0.0
ABS-16,0_0_0,21265,0,19,0,0,0,0.0,0,0,0,0,0,0,170.0949,67.24224,0,-0.0
ABO-17,0_0_0,21312,0,17,0,0,0,0.0,0,0,0,0,0,0,168.22433,66.70226,0,-0.01
ABP-17,0_0_0,15358,0,14,0,0,0,0.0,0,0,0,0,0,0,168.69197,66.97225,0,-0.0
ABQ-15,0_0_0,24429,0,22,0,0,0,0.0,0,0,0,0,0,0,169.15961,67.78223,0,-0.02
ABN-16,0_0_0,16381,0,15,0,0,0,0.0,0,0,0,0,0,0,167.75669,67.51223,0,-0.0
ABN-15,0_0_0,20497,0,18,0,0,0,0.0,0,0,0,0,0,0,167.75669,68.05222,0,-0.0
ABS-15,0_0_0,17813,0,15,0,0,0,0.0,0,0,0,0,0,0,170.0949,67.78223,0,-0.0
ABO-16,0_0_0,14647,0,12,0,0,0,0.0,0,0,0,0,0,0,168.22433,67.24224,0,-0.0
ABP-15,0_0_0,20286,0,17,0,0,0,0.0,0,0,0,0,0,0,168.69197,68.05222,0,-0.0
ABR-17,0_0_0,18651,0,15,0,0,0,0.0,0,0,0,0,0,0,169.62725,66.97225,0,-0.0
ABS-17,0_0_0,16662,0,14,0,0,0,0.0,0,0,0,0,0,0,170.0949,66.70226,0,-0.0
ABN-17,0_0_0,20680,0,18,0,0,0,0.0,0,0,0,0,0,0,167.75669,66.97225,0,-0.0
ABQ-17,0_0_0,19924,0,17,0,0,0,0.0,0,0,0,0,0,0,169.15961,66.70226,0,-0.0
ABQ-16,0_0_0,17141,0,13,0,0,0,0.0,0,0,0,0,0,0,169.15961,67.24224,0,-0.0
ABP-16,0_0_0,17746,0,17,0,0,0,0.0,0,0,0,0,0,0,168.69197,67.51223,0,-0.0
ABO-15,0_0_0,20823,0,17,0,0,0,0.0,0,0,0,0,0,0,168.22433,67.78223,0,-0.0
ABN-18,0_0_0,21201,0,17,0,0,0,0.0,0,0,0,0,0,0,167.75669,66.43227,0,-0.0
ABL-17,0_0_0,17627,0,15,0,0,0,0.0,0,0,0,0,0,0,166.82141,66.97225,0,-0.0
ABK-15,0_0_0,16532,0,15,0,0,0,0.0,0,0,0,0,0,0,166.35377,67.78223,0,-0.0
ABG-16,0_0_0,18840,0,16,0,0,0,0.0,0,0,0,0,0,0,164.48321,67.24224,0,-0.0
ABM-15,0_0_0,14170,0,13,0,0,0,0.0,0,0,0,0,0,0,167.28905,67.78223,0,-0.0
ABK-17,0_0_0,16494,0,12,0,0,0,0.0,0,0,0,0,0,0,166.35377,66.70226,0,-0.0
ABL-16,0_0_0,21166,0,17,0,0,0,0.0,0,0,0,0,0,0,166.82141,67.51223,0,-0.0
ABM-17,0_0_0,17541,0,15,0,0,0,0.0,0,0,0,0,0,0,167.28905,66.70226,0,-0.0
ABI-16,0_0_0,17659,0,15,0,0,0,0.0,0,0,0,0,0,0,165.41849,67.24224,0,-0.0
ABJ-15,0_0_0,16927,0,14,0,0,0,0.0,0,0,0,0,0,0,165.88613,68.05222,0,-0.0
ABH-16,0_0_0,20595,0,17,0,0,0,0.0,0,0,0,0,0,0,164.95085,67.51223,0,-0.0
ABJ-17,0_0_0,18781,0,15,0,0,0,0.0,0,0,0,0,0,0,165.88613,66.97225,0,-0.0
ABI-17,0_0_0,15102,0,12,0,0,0,0.0,0,0,0,0,0,0,165.41849,66.70226,0,-0.0
ABH-17,0_0_0,17561,0,16,0,0,0,0.0,0,0,0,0,0,0,164.95085,66.97225,0,-0.0
ABI-15,0_0_0,18617,0,16,0,0,0,0.0,0,0,0,0,0,0,165.41849,67.78223,0,-0.0
ABH-15,0_0_0,17199,0,17,0,0,0,0.0,0,0,0,0,0,0,164.95085,68.05222,0,-0.0
ABJ-16,0_0_0,16708,0,17,0,0,0,0.0,0,0,0,0,0,0,165.88613,67.51223,0,-0.0
ABK-16,0_0_0,21812,0,18,0,0,0,0.0,0,0,0,0,0,0,166.35377,67.24224,0,-0.01
ABM-16,0_0_0,17301,0,15,0,0,0,0.0,0,0,0,0,0,0,167.28905,67.24224,0,-0.0
ABG-15,0_0_0,18787,0,17,0,0,0,0.0,0,0,0,0,0,0,164.48321,67.78223,0,-0.0
ABG-17,0_0_0,17289,0,15,0,0,0,0.0,0,0,0,0,0,0,164.48321,66.70226,0,-0.0
ACJ-16,,1,0,1,,,,,0,0,0,0,0,0,178.04478,67.51223,,
ACJ-14,0_0_0,18278,0,14,0,0,0,0.0,0,0,0,0,0,0,178.04478,68.5922,0,-0.0
ACG-13,0_0_0,19405,0,15,0,0,0,0.0,0,0,0,0,0,0,176.64186,68.8622,0,-0.0
ACK-12,0_0_0,6115,0,5,0,0,0,0.0,0,0,0,0,0,0,178.54459,69.45377,0,-0.0
ACK-16,,1,0,1,,,,,0,0,0,0,0,0,178.51242,67.24224,,
ACH-12,0_0_0,8039,0,9,0,0,0,0.0,0,0,0,0,0,0,177.07135,69.63343,0,-0.0
ACH-14,0_0_0,21801,0,17,0,0,0,0.0,0,0,0,0,0,0,177.1095,68.5922,0,-0.01
ACH-13,0_0_0,16741,0,15,0,0,0,0.0,0,0,0,0,0,0,177.1095,69.13219,0,-0.0
ACG-12,0_0_0,13918,0,13,0,0,0,0.0,0,0,0,0,0,0,176.64186,69.40218,0,-0.0
ACH-16,,1,0,1,,,,,0,0,0,0,0,0,177.1095,67.51223,,
ACI-14,0_0_0,22163,0,19,0,0,0,0.0,0,0,0,0,0,0,177.57714,68.32221,0,-0.01
ACI-13,0_0_0,16555,0,14,0,0,0,0.0,0,0,0,0,0,0,177.57714,68.8622,0,-0.0
ACI-12,0_0_0,8123,0,7,0,0,0,0.0,0,0,0,0,0,0,177.61034,69.5436,0,-0.0
ACJ-12,0_0_0,7585,0,8,0,0,0,0.0,0,0,0,0,0,0,178.02357,69.4897,0,-0.0
ACI-15,0_0_0,23204,0,19,0,0,0,0.0,0,0,0,0,0,0,177.57714,67.78223,0,-0.02
ACH-15,0_0_0,19857,0,17,0,0,0,0.0,0,0,0,0,0,0,177.1095,68.05222,0,-0.0
ABU-11,0_0_0,4954,0,3,0,0,0,0.0,0,0,0,0,0,0,171.00773,70.08259,0,-0.0
ABV-12,0_0_0,13772,0,13,0,0,0,0.0,0,0,0,0,0,0,171.49782,69.67217,0,-0.0
ABY-12,0_0_0,18141,0,16,0,0,0,0.0,0,0,0,0,0,0,172.90074,69.40218,0,-0.0
ABV-11,0_0_0,6315,0,6,0,0,0,0.0,0,0,0,0,0,0,171.49282,70.05564,0,-0.0
ABX-13,0_0_0,17165,0,15,0,0,0,0.0,0,0,0,0,0,0,172.4331,69.13219,0,-0.0
ABT-11,0_0_0,3124,0,4,0,0,0,0.0,0,0,0,0,0,0,170.5406,70.14547,0,-0.0
ABW-12,0_0_0,15436,0,15,0,0,0,0.0,0,0,0,0,0,0,171.96546,69.40218,0,-0.0
ABX-12,0_0_0,13630,0,13,0,0,0,0.0,0,0,0,0,0,0,172.4331,69.67217,0,-0.0
ABY-11,0_0_0,8116,0,8,0,0,0,0.0,0,0,0,0,0,0,172.91215,69.90292,0,-0.0
ABY-13,0_0_0,17928,0,17,0,0,0,0.0,0,0,0,0,0,0,172.90074,68.8622,0,-0.0
ABW-13,0_0_0,16017,0,15,0,0,0,0.0,0,0,0,0,0,0,171.96546,68.8622,0,-0.0
ABV-13,0_0_0,14022,0,13,0,0,0,0.0,0,0,0,0,0,0,171.49782,69.13219,0,-0.0
ABT-13,0_0_0,10320,0,9,0,0,0,0.0,0,0,0,0,0,0,170.62145,68.92376,0,-0.0
ABT-12,0_0_0,5508,0,7,0,0,0,0.0,0,0,0,0,0,0,170.54958,69.75021,0,-0.0
ABU-13,0_0_0,12119,0,10,0,0,0,0.0,0,0,0,0,0,0,171.03468,69.03156,0,-0.0
ABU-12,0_0_0,9276,0,9,0,0,0,0.0,0,0,0,0,0,0,170.91789,69.30105,0,-0.0
ABW-11,0_0_0,7955,0,7,0,0,0,0.0,0,0,0,0,0,0,171.99587,69.99276,0,-0.0
ABZ-13,0_0_0,18690,0,16,0,0,0,0.0,0,0,0,0,0,0,173.36838,69.13219,0,-0.0
ABZ-14,0_0_0,21588,0,19,0,0,0,0.0,0,0,0,0,0,0,173.36838,68.5922,0,-0.01
ABZ-12,0_0_0,9778,0,10,0,0,0,0.0,0,0,0,0,0,0,173.37029,69.78614,0,-0.0
ABU-15,0_0_0,16580,0,14,0,0,0,0.0,0,0,0,0,0,0,171.03018,67.78223,0,-0.0
ABV-15,0_0_0,16714,0,14,0,0,0,0.0,0,0,0,0,0,0,171.49782,68.05222,0,-0.0
ABV-17,0_0_0,19852,0,17,0,0,0,0.0,0,0,0,0,0,0,171.49782,66.97225,0,-0.0
ABW-14,0_0_0,17158,0,14,0,0,0,0.0,0,0,0,0,0,0,171.96546,68.32221,0,-0.0
ABX-16,0_0_0,21109,0,18,0,0,0,0.0,0,0,0,0,0,0,172.4331,67.51223,0,-0.0
ABV-14,0_0_0,15981,0,15,0,0,0,0.0,0,0,0,0,0,0,171.49782,68.5922,0,-0.0
ABW-15,0_0_0,16795,0,13,0,0,0,0.0,0,0,0,0,0,0,171.96546,67.78223,0,-0.0
ABT-15,0_0_0,16344,0,13,0,0,0,0.0,0,0,0,0,0,0,170.56254,68.05222,0,-0.0
ABY-15,0_0_0,18986,0,17,0,0,0,0.0,0,0,0,0,0,0,172.90074,67.78223,0,-0.0
ABX-17,0_0_0,18462,0,16,0,0,0,0.0,0,0,0,0,0,0,172.4331,66.97225,0,-0.0
ABU-16,0_0_0,22625,0,20,0,0,0,0.0,0,0,0,0,0,0,171.03018,67.24224,0,-0.02
ABY-14,0_0_0,19427,0,16,0,0,0,0.0,0,0,0,0,0,0,172.90074,68.32221,0,-0.0
ABY-16,0_0_0,22085,0,18,0,0,0,0.0,0,0,0,0,0,0,172.90074,67.24224,0,-0.01
ABX-15,0_0_0,20379,0,18,0,0,0,0.0,0,0,0,0,0,0,172.4331,68.05222,0,-0.0
ABU-14,0_0_0,16634,0,15,0,0,0,0.0,0,0,0,0,0,0,171.03018,68.32221,0,-0.0
ABX-14,0_0_0,19329,0,17,0,0,0,0.0,0,0,0,0,0,0,172.4331,68.5922,0,-0.0
ABV-16,0_0_0,19110,0,17,0,0,0,0.0,0,0,0,0,0,0,171.49782,67.51223,0,-0.0
ABW-16,0_0_0,19130,0,15,0,0,0,0.0,0,0,0,0,0,0,171.96546,67.24224,0,-0.0
ABZ-16,0_0_0,17715,0,15,0,0,0,0.0,0,0,0,0,0,0,173.36838,67.51223,0,-0.0
ABZ-15,0_0_0,22192,0,19,0,0,0,0.0,0,0,0,0,0,0,173.36838,68.05222,0,-0.01
ABS-18,0_0_0,18092,0,14,0,0,0,0.0,0,0,0,0,0,0,170.0949,66.16227,0,-0.0
ABR-20,0_0_0,25196,0,20,0,0,0,0.0,0,0,0,0,0,0,169.62725,65.3523,0,-0.03
ABN-20,0_0_0,15310,0,12,0,0,0,0.0,0,0,0,0,0,0,167.75669,65.3523,0,-0.0
ABR-18,0_0_0,19229,0,18,0,0,0,0.0,0,0,0,0,0,0,169.62725,66.43227,0,-0.0
ABQ-18,0_0_0,19627,0,17,0,0,0,0.0,0,0,0,0,0,0,169.15961,66.16227,0,-0.0
ABP-19,0_0_0,18100,0,12,0,0,0,0.0,0,0,0,0,0,0,168.69197,65.89228,0,-0.0
ABP-20,0_0_0,15901,0,12,0,0,0,0.0,0,0,0,0,0,0,168.69197,65.3523,0,-0.0
ABT-18,0_0_0,16239,0,12,0,0,0,0.0,0,0,0,0,0,0,170.56254,66.43227,0,-0.0
ABN-19,0_0_0,18141,0,13,0,0,0,0.0,0,0,0,0,0,0,167.75669,65.89228,0,-0.0
ABT-19,0_0_0,19577,0,15,0,0,0,0.0,0,0,0,0,0,0,170.56254,65.89228,0,-0.0
ABO-20,0_0_0,16019,0,12,0,0,0,0.0,0,0,0,0,0,0,168.22433,65.0823,0,-0.0
ABO-19,0_0_0,15869,0,12,0,0,0,0.0,0,0,0,0,0,0,168.22433,65.62229,0,-0.0
ABP-18,0_0_0,20905,0,17,0,0,0,0.0,0,0,0,0,0,0,168.69197,66.43227,0,-0.0
ABS-19,0_0_0,23927,0,20,0,0,0,0.0,0,0,0,0,0,0,170.0949,65.62229,0,-0.02
ABT-20,0_0_0,17575,0,14,0,0,0,0.0,0,0,0,0,0,0,170.56254,65.3523,0,-0.0
ABQ-20,0_0_0,21441,0,17,0,0,0,0.0,0,0,0,0,0,0,169.15961,65.0823,0,-0.01
ABR-19,0_0_0,17702,0,13,0,0,0,0.0,0,0,0,0,0,0,169.62725,65.89228,0,-0.0
ABS-20,0_0_0,18899,0,16,0,0,0,0.0,0,0,0,0,0,0,170.0949,65.0823,0,-0.0
ABQ-19,0_0_0,15383,0,13,0,0,0,0.0,0,0,0,0,0,0,169.15961,65.62229,0,-0.0
ABO-18,0_0_0,17163,0,14,0,0,0,0.0,0,0,0,0,0,0,168.22433,66.16227,0,-0.0
ABK-20,0_0_0,15110,0,12,0,0,0,0.0,0,0,0,0,0,0,166.35377,65.0823,0,-0.0
ABI-18,0_0_0,19078,0,17,0,0,0,0.0,0,0,0,0,0,0,165.41849,66.16227,0,-0.0
ABM-20,0_0_0,15190,0,13,0,0,0,0.0,0,0,0,0,0,0,167.28905,65.0823,0,-0.0
ABM-18,0_0_0,16849,0,12,0,0,0,0.0,0,0,0,0,0,0,167.28905,66.16227,0,-0.0
ABJ-19,0_0_0,22064,0,19,0,0,0,0.0,0,0,0,0,0,0,165.88613,65.89228,0,-0.01
ABG-19,0_0_0,19026,0,14,0,0,0,0.0,0,0,0,0,0,0,164.48321,65.62229,0,-0.0
ABH-19,0_0_0,21879,0,17,0,0,0,0.0,0,0,0,0,0,0,164.95085,65.89228,0,-0.01
ABL-20,0_0_0,21048,0,16,0,0,0,0.0,0,0,0,0,0,0,166.82141,65.3523,0,-0.0
ABH-18,0_0_0,20865,0,17,0,0,0,0.0,0,0,0,0,0,0,164.95085,66.43227,0,-0.0
ABJ-20,0_0_0,24781,0,17,0,0,0,0.0,0,0,0,0,0,0,165.88613,65.3523,0,-0.02
ABK-18,0_0_0,22336,0,19,0,0,0,0.0,0,0,0,0,0,0,166.35377,66.16227,0,-0.01
ABK-19,0_0_0,19741,0,16,0,0,0,0.0,0,0,0,0,0,0,166.35377,65.62229,0,-0.0
ABI-19,0_0_0,22247,0,18,0,0,0,0.0,0,0,0,0,0,0,165.41849,65.62229,0,-0.01
ABJ-18,0_0_0,16450,0,13,0,0,0,0.0,0,0,0,0,0,0,165.88613,66.43227,0,-0.0
ABL-18,0_0_0,15832,0,13,0,0,0,0.0,0,0,0,0,0,0,166.82141,66.43227,0,-0.0
ABG-18,0_0_0,21540,0,15,0,0,0,0.0,0,0,0,0,0,0,164.48321,66.16227,0,-0.01
ABL-19,0_0_0,19338,0,14,0,0,0,0.0,0,0,0,0,0,0,166.82141,65.89228,0,-0.0
ABH-20,0_0_0,17704,0,16,0,0,0,0.0,0,0,0,0,0,0,164.95085,65.3523,0,-0.0
ABM-19,0_0_0,17655,0,13,0,0,0,0.0,0,0,0,0,0,0,167.28905,65.62229,0,-0.0
ABI-20,0_0_0,18731,0,15,0,0,0,0.0,0,0,0,0,0,0,165.41849,65.0823,0,-0.0
ABE-17,0_0_0,16843,0,14,0,0,0,0.0,0,0,0,0,0,0,163.54793,66.70226,0,-0.0
ABE-21,0_0_0,16345,0,11,0,0,0,0.0,0,0,0,0,0,0,163.54793,64.54232,0,-0.0
ABF-21,0_0_0,18282,0,14,0,0,0,0.0,0,0,0,0,0,0,164.01557,64.81231,0,-0.0
ABC-20,0_0_0,25787,0,20,0,0,0,0.0,0,0,0,0,0,0,162.61265,65.0823,0,-0.02
ABE-18,0_0_0,17324,0,14,0,0,0,0.0,0,0,0,0,0,0,163.54793,66.16227,0,-0.0
ABD-18,0_0_0,15661,0,13,0,0,0,0.0,0,0,0,0,0,0,163.08029,66.43227,0,-0.0
ABD-22,0_0_0,18649,0,13,0,0,0,0.0,0,0,0,0,0,0,163.08029,64.27233,0,-0.0
ABC-21,0_0_0,21301,0,17,0,0,0,0.0,0,0,0,0,0,0,162.61265,64.54232,0,-0.0
ABC-17,0_0_0,17376,0,14,0,0,0,0.0,0,0,0,0,0,0,162.61265,66.70226,0,-0.0
ABC-18,0_0_0,18428,0,16,0,0,0,0.0,0,0,0,0,0,0,162.61265,66.16227,0,-0.0
ABF-19,0_0_0,18964,0,16,0,0,0,0.0,0,0,0,0,0,0,164.01557,65.89228,0,-0.0
ABE-19,0_0_0,14798,0,10,0,0,0,0.0,0,0,0,0,0,0,163.54793,65.62229,0,-0.0
ABF-18,0_0_0,20027,0,14,0,0,0,0.0,0,0,0,0,0,0,164.01557,66.43227,0,-0.0
ABF-20,0_0_0,15870,0,12,0,0,0,0.0,0,0,0,0,0,0,164.01557,65.3523,0,-0.0
ABD-20,0_0_0,16105,0,12,0,0,0,0.0,0,0,0,0,0,0,163.08029,65.3523,0,-0.0
ABC-19,0_0_0,16232,0,14,0,0,0,0.0,0,0,0,0,0,0,162.61265,65.62229,0,-0.0
ABD-19,0_0_0,20150,0,16,0,0,0,0.0,0,0,0,0,0,0,163.08029,65.89228,0,-0.0
ABD-21,0_0_0,28103,0,20,0,0,0,0.0,0,0,0,0,0,0,163.08029,64.81231,0,-0.01
ABE-20,0_0_0,17975,0,15,0,0,0,0.0,0,0,0,0,0,0,163.54793,65.0823,0,-0.0
ABF-22,0_0_0,14957,0,11,0,0,0,0.0,0,0,0,0,0,0,164.01557,64.27233,0,-0.0
ABY-20,0_0_0,26387,0,24,0,0,0,0.0,0,0,0,0,0,0,172.90074,65.0823,0,-0.02
ABZ-20,0_0_0,27658,0,24,0,0,0,0.0,0,0,0,0,0,0,173.36838,65.3523,0,-0.01
ACE-18,0_0_0,16825,0,15,0,0,0,0.0,0,0,0,0,0,0,175.70658,66.16227,0,-0.0
ACC-17,0_0_0,17161,0,15,0,0,0,0.0,0,0,0,0,0,0,174.7713,66.70226,0,-0.0
ACB-20,0_0_0,28956,0,24,0,0,0,0.0,0,0,0,0,0,0,174.30366,65.3523,0,-0.0
ACE-17,0_0_0,22893,0,20,0,0,0,0.0,0,0,0,0,0,0,175.70658,66.70226,0,-0.02
ACE-19,0_0_0,19544,0,18,0,0,0,0.0,0,0,0,0,0,0,175.70658,65.62229,0,-0.0
