id,bin,area_km2,harbors,overlaps,kcal_all,kcal_cerleg,kcal_bantub,kcal_density,pop_1500,cities_1500,pop_1700,cities_1700,pop_1800,cities_1800,origin_lon,origin_lat,rf_pred_1800,rf_resid_1800
VS-101,0_0_0,17777,0,6,4285522966016,3940870410752,3710561726336,241.1,0,0,0,0,0,0,97.14301,21.34356,1,-0.22
VR-98,0_0_0,18222,0,10,5294096632320,5062864015488,3569744047360,290.5,60000,1,75000,1,0,0,96.67537,23.23351,2,-0.39
VU-97,0_0_0,39663,0,16,4192893408768,3331361720960,3623095520320,105.7,0,0,0,0,0,0,98.07829,23.5035,2,-0.4
VR-99,1_0_0,44146,0,20,14541764476928,13843788163520,8192352592064,329.4,60000,1,75000,1,175000,1,96.67537,22.69352,33,3.17
VT-98,0_0_0,18229,0,8,2457324055808,1943945259840,2260927116928,134.8,0,0,0,0,0,0,97.61065,23.23351,1,-0.17
VR-96,1_1_0,72880,0,29,28268198965504,27913472184192,14441599892352,387.9,60000,1,75000,1,175000,1,96.6901,24.32241,309,2.35
VU-100,0_0_0,28167,0,13,5155332094592,4473052543168,4605442232064,183.0,0,0,0,0,0,0,98.07829,21.88355,3,-0.51
VS-99,0_0_0,16172,0,6,2865062760192,2163115360448,2854985633408,177.2,0,0,0,0,0,0,97.14301,22.42353,1,-0.17
VT-99,0_0_0,15495,0,6,3105203984896,2510391680704,2928475692544,200.4,0,0,0,0,0,0,97.61065,22.69352,1,-0.17
VT-101,0_0_0,21070,0,7,5924335300096,5477922315008,5155976504960,281.2,0,0,0,0,0,0,97.61065,21.61356,2,-0.36
VW-103,0_0_0,47402,0,22,5395491108224,4056207043712,4681474222976,113.8,45000,1,0,0,0,0,99.01358,20.26359,3,-0.47
VW-102,0_0_0,32909,0,15,3010621514752,2008007858688,2977102184448,91.5,0,0,0,0,0,0,99.01358,20.80358,2,-0.38
VU-103,0_0_0,44364,0,18,5261489719424,3971951199424,4905343102592,118.6,0,0,0,0,0,0,98.07829,20.26359,2,-0.45
VV-103,0_1_0,66098,0,24,8463649861376,6735692569664,7472972652352,128.0,45000,1,0,0,0,0,98.60351,20.56745,9,-0.87
VT-106,0_0_0,51416,0,19,5336644035968,3855971233024,4953203862400,103.8,0,0,0,0,0,0,97.4896,18.9415,2,-0.4
VV-102,0_1_0,65295,0,24,8080371827072,6406224850688,7281222363328,123.8,45000,1,0,0,0,0,98.54063,20.97169,9,-0.86
VU-104,0_1_0,61790,0,23,7513151296128,5769918163840,6815595860096,121.6,45000,1,0,0,0,0,98.03758,19.94761,7,-0.78
VU-106,0_0_0,37405,0,20,5695937697152,4660242872704,4599273779840,152.3,45000,1,0,0,0,0,98.07829,18.64364,3,-0.51
VU-102,0_0_0,35233,0,18,5213039803904,4258742242240,4657061922304,148.0,0,0,0,0,0,0,98.07829,20.80358,3,-0.5
VV-98,0_0_0,51025,0,22,4914770893824,3680043397696,4614302795520,96.3,0,0,0,0,0,0,98.53165,23.22646,2,-0.42
VU-105,0_0_0,22438,0,11,2286797109248,1533965876032,2252044613120,101.9,0,0,0,0,0,0,98.07829,19.18363,0,-0.11
VV-99,0_0_0,55688,0,23,5874488890112,4527971843136,5464610813568,105.5,0,0,0,0,0,0,98.54961,22.69646,2,-0.38
VV-100,0_1_0,58405,0,25,6401449073024,4957900929600,5923879862528,109.6,0,0,0,0,0,0,98.60351,22.1934,2,-0.4
VT-105,0_0_0,56206,0,25,6192953434880,4575676556608,5808983572224,110.2,0,0,0,0,0,0,97.60638,19.46252,2,-0.4
VT-104,0_0_0,57583,0,22,6624056379776,4965344332032,6148470070656,115.0,0,0,0,0,0,0,97.75011,19.85778,3,-0.55
VV-104,0_1_0,65288,0,23,8185411167488,6418661836800,7170557768704,125.4,45000,1,0,0,0,0,98.5047,20.08236,9,-0.86
VU-101,0_0_0,34430,0,16,5968266609664,5182522627840,5213271220224,173.3,0,0,0,0,0,0,98.07829,21.34356,3,-0.54
VV-101,0_1_0,62708,0,25,7166913118976,5587392030016,6613935899328,114.3,0,0,0,0,0,0,98.57656,21.5556,4,-0.56
VW-101,0_0_0,27809,0,14,2254491050496,1439775376960,2230964394496,81.1,0,0,0,0,0,0,99.01358,21.34356,1,-0.33
VV-105,0_0_0,39263,0,20,7031922708352,6102293997952,5302321218688,179.1,45000,1,0,0,0,0,98.54593,19.45362,4,-0.58
VQ-101,1_0_0,32531,0,22,15149907885056,15050567517952,6428309599744,465.7,60000,1,75000,1,175000,1,96.20773,21.34356,28,3.23
VL-98,1_1_0,83550,0,34,34456927205056,34345589531456,18917525199552,412.4,60000,1,75000,1,175000,1,94.08499,23.18155,386,2.27
VN-96,1_1_0,84279,0,36,32386741609280,32183391318592,18341222557264,384.3,60000,1,75000,1,175000,1,94.81262,24.32241,331,2.32
VN-95,1_1_0,73116,0,33,26280686055232,26098998630976,15420912769512,359.4,60000,1,75000,1,175000,1,94.85754,24.87936,293,2.37
VO-98,1_0_0,33173,0,22,15908478200832,15894970682368,8168714898944,479.6,60000,1,75000,1,175000,1,95.27245,22.96352,276,2.39
VO-97,1_0_0,22100,0,12,8173726650368,8108174732032,5606249988608,369.8,0,0,0,0,0,0,95.27245,23.5035,2,-0.37
VL-99,1_1_0,74525,0,31,30835087898432,30744196157248,17070572123744,413.8,60000,1,75000,1,175000,1,94.11194,22.70544,355,2.3
VR-100,1_0_0,38495,0,22,15145732792832,14613065089792,7761609221120,393.4,60000,1,75000,1,175000,1,96.67537,22.15354,32,3.18
VQ-96,1_1_0,80527,0,32,32079127925760,31692830592640,16394321946240,398.4,60000,1,75000,1,175000,1,96.28586,24.09783,340,2.32
VN-99,1_1_0,124506,0,48,53128863421440,52894088739840,27569646819712,426.7,60000,1,75000,1,175000,1,94.78567,22.70544,2536,1.57
VN-98,1_1_0,118899,0,44,50277155375360,50078890067200,26423315356544,422.9,60000,1,75000,1,175000,1,94.72279,22.9929,691,2.05
VO-94,1_1_0,64964,0,32,22132116167104,21971415883712,13386634403648,340.7,60000,1,75000,1,175000,1,95.20788,25.24767,288,2.38
VP-102,1_0_0,34262,0,22,18535252712448,18514039434240,7790000743936,541.0,60000,1,75000,1,175000,1,95.74009,21.07357,441,2.22
VM-99,1_1_0,68113,0,30,27477534605376,27397145022528,15446486660960,403.4,60000,1,75000,1,175000,1,94.14787,22.36408,344,2.31
VQ-97,1_1_0,89824,0,38,36941833671680,36525909650176,18888617964544,411.3,60000,1,75000,1,175000,1,96.08823,23.62172,420,2.24
VN-97,1_1_0,92649,0,38,37269490929088,37090432334784,20611941861408,402.3,60000,1,75000,1,175000,1,94.62398,23.91816,418,2.24
VM-98,1_1_0,111815,0,44,46803751536768,46626138954624,24920327558016,418.6,60000,1,75000,1,175000,1,94.36347,22.96595,480,2.19
VM-97,1_1_0,103040,0,43,42527249778688,42361705707648,23052999493120,412.7,60000,1,75000,1,175000,1,94.3455,23.47799,446,2.21
VM-96,1_1_0,90497,0,37,36031878807232,35841207281344,20015155550368,398.2,60000,1,75000,1,175000,1,94.55211,24.04393,390,2.26
VR-101,1_0_0,54692,0,30,23348637212672,22949916485632,11673170153984,426.9,60000,1,75000,1,175000,1,96.67537,21.61356,319,2.34
VY-105,0_0_0,16386,0,7,4613912246272,4382734941312,3515852508160,281.6,0,0,0,0,0,0,99.94886,19.18363,2,-0.39
WA-106,0_0_0,19653,0,10,3761787472896,3290029341824,3100966356992,191.4,0,0,0,0,0,0,100.88414,18.64364,0,-0.11
WA-105,0_0_0,13739,0,3,2322346505472,2059535045120,1812113317120,169.0,0,0,0,0,0,0,100.88414,19.18363,1,-0.17
VZ-107,0_0_0,17320,0,7,3921626228224,3611509330944,3275625628160,226.4,0,0,0,0,0,0,100.4165,18.37365,1,-0.18
VW-104,0_1_0,85406,0,39,20396385827840,18841074406464,13171231632768,238.8,45000,1,0,0,0,0,98.92691,19.67812,66,-1.56
VY-107,0_0_0,17846,0,7,5115888470016,4878893511424,4026555522048,286.7,0,0,0,0,0,0,99.94886,18.10366,2,-0.39
VV-106,0_0_0,41811,0,16,9645789248512,8751831166080,6885981128960,230.7,45000,1,0,0,0,0,98.54593,18.91363,8,-0.81
VX-104,0_0_0,19394,0,10,4047936711168,3759643313024,2979759598848,208.7,0,0,0,0,0,0,99.48122,19.9936,0,-0.13
VX-108,1_0_0,20357,0,9,6181243667456,5958114407168,4602536995840,303.6,0,0,0,0,0,0,99.48122,17.83366,2,-0.36
VX-106,0_0_0,29160,0,13,7861769837056,7527490460672,5697372715520,269.6,45000,1,0,0,0,0,99.48122,18.91363,14,-1.01
VY-104,0_0_0,20956,0,10,5181736142080,4984578300928,3584284035840,247.3,0,0,0,0,0,0,99.94886,19.72361,1,-0.24
VZ-108,0_0_0,16954,0,7,4575547426816,4300041686272,3672776877056,269.9,0,0,0,0,0,0,100.4165,17.83366,2,-0.35
WB-109,0_0_0,41107,0,15,7829454641664,7359874920320,6843042722304,190.5,40000,1,0,0,0,0,101.35178,17.29368,4,-0.59
WA-107,0_0_0,32974,0,13,5909471991296,5338638088704,5036766400768,179.2,40000,1,0,0,0,0,100.88414,18.10366,3,-0.55
VX-107,0_0_0,22191,0,13,6359677836288,6158830302080,4558407619840,286.6,45000,1,0,0,0,0,99.48122,18.37365,2,-0.36
VZ-106,0_0_0,17249,0,6,4572567003136,4282520425472,3422457400320,265.1,0,0,0,0,0,0,100.4165,18.91363,2,-0.35
VY-106,0_0_0,18960,0,7,5391550592512,5154341798912,4215616576000,284.4,0,0,0,0,0,0,99.94886,18.64364,2,-0.39
VX-105,0_0_0,23493,0,12,6172083672320,5863113429248,4336025793792,262.7,45000,1,0,0,0,0,99.48122,19.45362,2,-0.4
WA-108,0_0_0,31203,0,12,6694896086400,6247697069952,5672863493248,214.6,0,0,0,0,0,0,100.88414,17.56367,4,-0.58
VW-105,0_1_1,87672,1,40,22735761668864,21306863440256,14112378647040,259.3,45000,1,0,0,50000,1,98.99877,19.16608,77,2.4
VT-102,0_0_0,30803,0,13,7697666224384,7166897165120,6625892835712,249.9,0,0,0,0,0,0,97.61065,21.07357,12,-0.96
VT-107,0_0_0,31837,0,13,2816681737088,1939625035520,2656148655488,88.5,0,0,0,0,0,0,97.61065,18.37365,2,-0.39
VS-106,0_0_0,49458,0,19,5261642023936,3869560708096,4648938256384,106.4,0,0,0,0,0,0,97.32791,18.69895,2,-0.42
VS-105,0_0_0,48594,0,23,6744651418624,5627631356992,4613180369408,138.8,30500,1,0,0,0,0,97.14301,19.18363,5,-0.69
VS-102,0_0_0,22469,0,9,5958902443776,5685260441856,5076975868672,265.2,0,0,0,0,0,0,97.14301,20.80358,2,-0.38
VQ-100,1_1_0,120813,0,52,51423585420544,51023374074112,25872861463808,425.6,60000,1,75000,1,175000,1,96.20501,21.84306,780,2.01
VP-99,1_1_0,109662,0,45,46184258371840,45734638003712,23639446206208,421.2,60000,1,75000,1,175000,1,95.89958,22.67849,474,2.19
VR-103,0_0_0,24287,0,8,6207919552512,5827855207552,4784269443328,255.6,0,0,0,0,0,0,96.88773,20.56745,2,-0.45
VQ-102,1_0_0,14381,0,5,5824987760128,5737617383680,2704573942272,405.1,0,0,0,0,0,0,96.20773,20.80358,2,-0.41
VQ-99,1_1_0,118165,0,50,49826566544384,49387292940288,25312714249728,421.7,60000,1,75000,1,175000,1,96.01637,22.33713,631,2.09
VQ-98,1_1_0,102106,0,41,42848217453824,42402873692160,21923425673984,419.6,60000,1,75000,1,175000,1,95.98043,23.01087,440,2.22
VQ-104,0_0_0,15617,0,5,4043776994816,3953438008320,2167062828032,258.9,0,0,0,0,0,0,96.20773,19.72361,1,-0.31
VP-106,1_0_0,37576,0,20,12762416196608,12762416196608,5200755278080,339.6,30500,1,0,0,0,0,95.74009,18.91363,31,-1.28
VS-103,0_0_0,34953,0,16,6476332822400,5741864897344,5148701702720,185.3,0,0,0,0,0,0,96.96858,20.14524,4,-0.56
VP-98,1_1_0,97718,0,42,40478746995456,40047455311360,20808638818560,414.2,60000,1,75000,1,175000,1,95.97145,23.28036,441,2.22
VR-105,0_0_1,40684,2,22,9470210439936,9113501917824,4616980588800,232.8,71000,2,0,0,0,0,96.67537,19.45362,10,-0.88
VR-104,0_0_0,35629,0,16,6617638160640,5859020735552,5251307697600,185.7,0,0,0,0,0,0,96.92366,20.04643,4,-0.56
VQ-103,1_0_0,15661,0,5,5503697262080,5394347371520,2644747987456,351.4,0,0,0,0,0,0,96.20773,20.26359,2,-0.39
VT-103,0_0_0,33457,0,17,6453260522112,5819488033536,5619426589824,192.9,0,0,0,0,0,0,97.61065,20.53359,3,-0.55
VS-104,0_0_0,36317,0,17,6206106829568,5401871300800,5039479915904,170.9,0,0,0,0,0,0,97.09434,19.7949,3,-0.54
VX-109,1_0_0,49253,0,24,18248874418432,17973064370432,9939817486720,370.5,45000,1,0,0,0,0,99.48122,17.29368,85,-1.65
VV-108,0_1_1,100234,3,44,28864344109312,27676063853120,16971921783552,288.0,170000,2,150000,1,50000,1,98.63945,17.88149,534,1.68
WA-110,1_1_1,61475,3,27,22139460770304,22028148840448,11781672176128,360.1,125000,1,150000,1,50000,1,100.88414,16.4837,527,1.69
VW-111,0_1_1,63058,1,30,18834651275776,18318435741184,10583239126528,298.7,0,0,0,0,50000,1,99.01358,15.94372,295,1.9
VW-107,0_0_0,46419,0,21,14001557136384,13449721905536,8791310549376,301.6,45000,1,0,0,0,0,99.01358,18.10366,52,-1.48
VW-110,1_1_1,94775,3,36,29313799366912,28573585266944,16507151875072,309.3,170000,2,150000,1,50000,1,99.01358,16.4837,567,1.66
WA-109,1_0_0,22256,0,10,7034229185536,6857115634176,4553023955200,316.1,0,0,0,0,0,0,100.88414,17.02369,2,-0.38
VX-112,1_0_0,36153,0,20,13391082514944,13227389034368,6848130344192,370.4,0,0,0,0,0,0,99.48122,15.67373,30,-1.28
VW-108,0_1_1,106298,3,41,31842669248000,30767788104960,18723259593216,299.6,170000,2,150000,1,50000,1,98.89996,17.45029,546,1.68
VY-108,1_0_0,29420,0,16,11110695024640,10887092160768,6218801701504,377.7,0,0,0,0,0,0,99.94886,17.56367,13,-0.97
WB-111,1_0_0,23619,0,7,7824772204544,7785758796800,5444850695040,331.3,0,0,0,0,0,0,101.35178,16.21371,4,-0.6
VX-110,1_1_1,113503,3,47,35290857784064,34421242256256,20763703425664,310.9,170000,2,150000,1,50000,1,99.43895,16.64181,549,1.67
WB-113,1_0_0,20419,0,7,6733269560320,6723013384192,4092191949568,329.8,0,0,0,0,0,0,101.35178,15.13374,2,-0.36
VV-109,0_1_1,101165,3,39,30170558772480,29117582864896,17575344708352,298.2,170000,2,150000,1,50000,1,98.65741,17.3425,556,1.67
WA-111,1_0_1,47435,1,23,18053994477824,18039733819136,8759131357312,380.6,0,0,0,0,50000,1,100.88414,15.94372,105,2.28
WB-110,0_0_0,18538,0,6,4764913539584,4657275628544,3852502592768,257.0,0,0,0,0,0,0,101.35178,16.7537,1,-0.31
VY-109,1_1_1,92952,3,44,32083122199808,31721091292416,18079300943488,345.2,170000,2,150000,1,50000,1,99.95099,16.92927,553,1.67
WB-112,1_0_0,22502,0,7,8109352442624,8101643518720,4985354281600,360.4,0,0,0,0,0,0,101.35178,15.67373,3,-0.5
VW-109,1_1_1,109486,3,41,33465384973568,32482209848448,19704157467776,305.7,170000,2,150000,1,50000,1,99.06165,17.04605,549,1.67
VZ-109,1_0_0,28660,0,16,10841765042688,10693055877120,5922150312064,378.3,0,0,0,0,0,0,100.4165,17.29368,11,-0.92
VV-110,0_0_0,24277,0,12,6088421665792,5776189023232,3801398742016,250.8,0,0,0,0,0,0,98.54593,16.7537,2,-0.41
VW-115,0_0_1,20133,2,14,3615802413696,3474627452416,2679941348480,179.6,0,0,0,0,0,0,99.01358,13.78378,1,-0.15
VT-108,0_0_1,30495,2,21,5746485134080,5400899052736,2920112622336,188.4,40500,1,0,0,0,0,97.61065,17.83366,3,-0.55
VU-107,0_0_0,45402,0,19,10126346437504,9288122205888,6786390525568,223.0,45000,1,0,0,0,0,98.07829,18.10366,7,-0.75
VU-108,0_0_1,39226,3,26,8918057170816,8417804382336,5034500724096,227.3,85500,2,0,0,0,0,98.07829,17.56367,5,-0.69
VW-112,0_0_0,29654,0,7,6017607193088,5657957032576,4786682534656,202.9,0,0,0,0,0,0,99.01358,15.40373,4,-0.59
VV-112,0_0_0,14936,0,4,2411083433984,2226799067392,1867726504704,161.4,0,0,0,0,0,0,98.54593,15.67373,1,-0.17
VU-109,0_0_1,32741,3,23,9001389261824,8836978062464,3828778742272,274.9,40500,1,0,0,30000,1,98.07829,17.02369,1657,1.07
VW-106,0_1_1,93009,1,40,25262611424896,23922116734848,15265332957568,271.6,170000,2,150000,1,50000,1,98.98979,18.672,82,2.37
VV-115,0_0_1,34672,6,36,5393763688704,5249975040512,3217342310784,155.6,40500,1,0,0,0,0,98.54593,14.05377,3,-0.56
VV-113,0_0_1,22551,2,14,3650826747136,3447290793600,2618339199232,161.9,0,0,0,0,0,0,98.54593,15.13374,1,-0.2
VV-114,0_0_1,30835,5,27,5936794898048,5798115070464,3355279357312,192.5,40500,1,0,0,0,0,98.54593,14.59376,4,-0.57
VV-107,0_1_1,97337,3,41,27283260054784,26028128987968,16100156371712,280.3,170000,2,150000,1,50000,1,98.64843,18.29471,309,1.89
VW-114,0_0_0,21741,0,7,4679671116160,4535279786496,3424688473472,215.2,0,0,0,0,0,0,99.01358,14.32376,0,-0.12
VQ-105,0_0_1,36169,2,22,9420785434368,9358094471936,3876185137664,260.5,71000,2,0,0,30000,1,96.20773,19.18363,48,2.38
VW-117,0_0_1,33740,5,33,3779998101632,3551959789696,2743705216256,112.0,40500,1,0,0,0,0,99.01358,12.70381,2,-0.45
VW-116,0_0_1,33177,4,29,4580326418048,4341136533760,3464577047808,138.1,0,0,0,0,0,0,99.01358,13.2438,3,-0.47
VW-118,0_0_1,33255,4,35,3754476975872,3426413378048,2838049857664,112.9,0,0,0,0,0,0,99.01358,12.16383,2,-0.44
VV-111,0_0_1,38080,3,22,7959391026048,7466575323200,5072516729472,209.0,40500,1,0,0,0,0,98.54593,16.21371,4,-0.59
VW-113,0_0_0,18382,0,6,3844460678400,3713091855232,2903521072640,209.1,0,0,0,0,0,0,99.01358,14.86375,1,-0.17
VP-105,1_0_0,41026,0,18,16246097760768,16239296533760,6939742375424,396.0,0,0,0,0,0,0,95.74009,19.45362,30,-1.27
VO-104,1_1_1,152555,4,82,61369649917184,61284018302336,26678673768832,402.3,100500,2,75000,1,205000,2,95.16297,19.71405,8758,1.17
VM-102,1_1_0,68600,0,33,33139460288256,33091674115200,14701282752256,483.1,60000,1,75000,1,175000,1,94.33717,20.80358,406,2.25
VM-101,1_0_0,40435,0,24,20376991851008,20361290669056,9314884917248,504.0,60000,1,75000,1,175000,1,94.33717,21.34356,508,2.17
VO-101,1_1_1,158464,2,63,66448203107328,66133680207104,32458632431616,419.3,60000,1,75000,1,205000,2,95.22585,21.38492,44198,0.57
VP-103,1_0_0,21059,0,7,10439028469248,10424841437440,4679918329344,495.7,0,0,0,0,0,0,95.74009,20.53359,4,-0.62
VN-102,1_1_1,160314,3,69,66518229927168,66259960928000,31442114352384,414.9,100500,2,75000,1,205000,2,94.80364,21.07949,53861,0.5
VP-107,1_1_1,66333,3,31,22923099451648,22922465427200,8231886703616,345.6,40500,1,0,0,30000,1,95.74009,18.37365,518,1.51
VN-105,1_1_1,65517,2,31,28218275657984,28197966740992,10908014055424,430.7,60000,1,75000,1,205000,2,94.80481,19.45362,271,2.46
VP-101,1_1_0,71024,0,31,33208495219200,33030624954880,15726502791680,467.6,60000,1,75000,1,175000,1,95.74009,21.61356,146,2.63
VN-101,1_1_0,62585,0,31,31507854559744,31475761376768,14871741984256,503.4,60000,1,75000,1,175000,1,94.80481,21.61356,1318,1.81
VN-100,1_1_1,135305,2,54,57648476224256,57402602280960,29343262748800,426.1,60000,1,75000,1,175000,1,95.02822,22.27425,25741,0.71
VO-103,1_1_1,71394,2,35,35595369798656,35587528535552,14499636917248,498.6,60000,1,75000,1,175000,1,95.27245,20.26359,1383,1.8
VO-99,1_1_1,134665,2,54,57351957339904,57107261894912,29218378641536,425.9,60000,1,75000,1,175000,1,95.0372,22.31916,23766,0.74
VN-104,1_1_1,155587,4,77,63234920877056,63104535038592,28144182560896,406.4,100500,2,75000,1,205000,2,94.92042,20.09134,44120,0.57
VP-104,1_0_0,33835,0,14,15267177964544,15258401121536,6702462569472,451.2,0,0,0,0,0,0,95.74009,19.9936,23,-1.18
VO-100,1_1_1,148344,2,60,63123208372992,62822647157760,31566502774272,425.5,60000,1,75000,1,205000,2,95.18093,21.80712,47730,0.54
VP-100,1_1_1,135546,2,56,57364183372544,56962888686592,28890526878976,423.2,60000,1,75000,1,175000,1,95.81874,21.93289,25470,0.72
VN-103,1_1_1,157952,3,73,64526382158464,64339549604224,29430502637568,408.5,100500,2,75000,1,205000,2,94.82161,20.51355,52380,0.51
VO-102,1_0_0,44380,0,23,25009435384832,25004282038272,10622391567872,563.5,60000,1,75000,1,175000,1,95.27245,20.80358,574,2.12
VG-70,0_0_0,21054,0,9,0,0,0,0.0,0,0,0,0,0,0,91.53133,38.08308,0,-0.0
VH-68,0_0_0,21242,0,11,0,0,0,0.0,0,0,0,0,0,0,91.99897,39.43304,0,-0.0
VF-67,0_0_0,19328,0,9,0,0,0,0.0,0,0,0,0,0,0,91.06369,39.97303,0,-0.0
VF-68,0_0_0,21397,0,10,0,0,0,0.0,0,0,0,0,0,0,91.06369,39.43304,0,-0.01
VG-69,0_0_0,17852,0,7,0,0,0,0.0,0,0,0,0,0,0,91.53133,38.62307,0,-0.0
VG-68,0_0_0,30459,0,11,0,0,0,0.0,0,0,0,0,0,0,91.53133,39.16305,0,-0.0
VD-69,0_0_0,40804,0,16,0,0,0,0.0,0,0,0,0,0,0,90.12841,38.89306,0,-0.01
VE-69,0_0_0,43347,0,18,0,0,0,0.0,0,0,0,0,0,0,90.59605,38.62307,0,-0.01
VE-70,0_0_0,16011,0,6,0,0,0,0.0,0,0,0,0,0,0,90.69834,38.10256,0,-0.0
VF-70,0_0_0,16117,0,6,0,0,0,0.0,0,0,0,0,0,0,90.95885,38.12053,0,-0.0
VE-67,0_0_0,20435,0,9,0,0,0,0.0,0,0,0,0,0,0,90.59605,39.70303,0,-0.0
VH-69,0_0_0,38856,0,15,0,0,0,0.0,0,0,0,0,0,0,91.99897,38.89306,0,-0.01
VE-68,0_0_0,31307,0,15,0,0,0,0.0,0,0,0,0,0,0,90.59605,39.16305,0,-0.0
VD-70,0_0_0,19688,0,9,0,0,0,0.0,0,0,0,0,0,0,90.12841,38.35307,0,-0.0
VF-71,0_0_0,16063,0,6,0,0,0,0.0,0,0,0,0,0,0,90.96783,38.02171,0,-0.0
VH-67,0_0_0,18694,0,7,0,0,0,0.0,0,0,0,0,0,0,91.99897,39.97303,0,-0.0
VG-67,0_0_0,19930,0,7,0,0,0,0.0,0,0,0,0,0,0,91.53133,39.70303,0,-0.0
VD-68,0_0_0,21030,0,9,0,0,0,0.0,0,0,0,0,0,0,90.12841,39.43304,0,-0.0
VD-67,0_0_0,23320,0,12,0,0,0,0.0,0,0,0,0,0,0,90.12841,39.97303,0,-0.02
VF-69,0_0_0,43798,0,18,0,0,0,0.0,0,0,0,0,0,0,91.06369,38.89306,0,-0.01
VH-73,0_0_0,18699,0,9,0,0,0,0.0,0,0,0,0,0,0,91.99897,36.73312,0,-0.0
VL-71,0_0_0,22990,0,11,0,0,0,0.0,0,0,0,0,0,0,93.88736,37.57256,0,-0.02
VJ-73,0_0_0,20151,0,7,0,0,0,0.0,0,0,0,0,0,0,92.93425,36.73312,0,-0.0
VI-72,0_0_0,18244,0,7,0,0,0,0.0,0,0,0,0,0,0,92.46661,37.00311,0,-0.0
VH-71,0_0_0,18665,0,8,0,0,0,0.0,0,0,0,0,0,0,91.99897,37.81309,0,-0.0
VG-73,0_0_0,23400,0,9,0,0,0,0.0,0,0,0,0,0,0,91.53133,36.46313,0,-0.02
VK-71,0_0_0,22968,0,9,0,0,0,0.0,0,0,0,0,0,0,93.41125,37.67137,0,-0.02
VL-72,0_0_0,22894,0,11,0,0,0,0.0,0,0,0,0,0,0,93.96821,37.41984,0,-0.02
VK-73,0_0_0,18340,0,6,0,0,0,0.0,0,0,0,0,0,0,93.40189,36.46313,0,-0.0
VL-73,0_0_0,16761,0,7,0,0,0,0.0,0,0,0,0,0,0,93.86953,36.73312,0,-0.0
VG-72,0_0_0,29587,0,11,0,0,0,0.0,0,0,0,0,0,0,91.53133,37.00311,0,-0.0
VI-70,0_0_0,18673,0,7,0,0,0,0.0,0,0,0,0,0,0,92.46661,38.08308,0,-0.0
VI-73,0_0_0,18643,0,7,0,0,0,0.0,0,0,0,0,0,0,92.46661,36.46313,0,-0.0
VJ-72,0_0_0,18693,0,7,0,0,0,0.0,0,0,0,0,0,0,92.93425,37.2731,0,-0.0
VK-70,0_0_0,23256,0,10,0,0,0,0.0,0,0,0,0,0,0,93.40189,38.08308,0,-0.02
VK-72,0_0_0,18617,0,9,0,0,0,0.0,0,0,0,0,0,0,93.40189,37.00311,0,-0.0
VG-71,0_0_0,21514,0,10,0,0,0,0.0,0,0,0,0,0,0,91.53133,37.5431,0,-0.01
VJ-71,0_0_0,20333,0,9,0,0,0,0.0,0,0,0,0,0,0,92.93425,37.81309,0,-0.0
VH-72,0_0_0,21342,0,9,0,0,0,0.0,0,0,0,0,0,0,91.99897,37.2731,0,-0.01
VI-71,0_0_0,19507,0,8,0,0,0,0.0,0,0,0,0,0,0,92.46661,37.5431,0,-0.0
VX-114,1_0_0,26820,0,16,9124899429376,9035936179712,4793869899136,340.2,0,0,0,0,0,0,99.48122,14.59376,9,-0.84
WA-114,1_0_1,50433,3,31,16770005031936,16730500861696,7458279900800,332.5,125000,1,150000,1,50000,1,100.88414,14.32376,451,1.75
VX-117,0_0_1,29115,3,21,6417377235456,6203289802240,3898036416768,220.4,0,0,0,0,50000,1,99.48122,12.9738,8,3.22
VX-113,1_0_1,41144,3,23,14079196782592,13920693254784,6799079076096,342.2,125000,1,150000,1,50000,1,99.48122,15.13374,2895,1.06
VZ-111,1_1_1,112102,3,54,36848124371712,36300797883008,21349681125504,328.7,170000,2,150000,1,50000,1,100.41811,16.20164,529,1.69
VY-113,1_1_1,127136,5,67,39972040342784,39265500838272,23610964676864,314.4,170000,2,150000,1,50000,1,100.06777,14.8901,376,1.81
WA-113,1_0_1,48617,3,29,16882219316736,16869919161344,7315840412416,347.2,125000,1,150000,1,50000,1,100.88414,14.86375,706,1.58
VY-112,1_1_1,124594,4,67,39287948598016,38600297766784,23084799159680,315.3,170000,2,150000,1,50000,1,100.06777,15.39315,509,1.7
WB-116,1_0_1,53129,3,36,16224488238336,16089492203008,8330458388608,305.4,125000,1,150000,1,50000,1,101.35178,13.51379,531,1.69
VY-110,1_1_1,105079,3,50,34949310648064,34466725960064,20044896932736,332.6,170000,2,150000,1,50000,1,100.20251,16.47113,550,1.67
VZ-113,1_1_1,124972,5,66,39694713704704,39013429105024,23309094869248,317.6,170000,2,150000,1,50000,1,100.31031,15.08773,427,1.77
VX-111,1_1_1,115019,3,52,36179039588352,35371778935424,21243853214080,314.5,170000,2,150000,1,50000,1,99.58268,16.36333,537,1.68
WA-112,1_0_0,24049,0,12,7918319628800,7915946436096,3549792873472,329.3,0,0,0,0,0,0,100.88414,15.40373,5,-0.66
VZ-110,1_1_1,100055,3,48,33686314096896,33261420478592,19145621209728,336.7,170000,2,150000,1,50000,1,100.28336,16.69571,561,1.67
VY-111,1_1_1,120007,3,59,37846844687360,37089101171456,22280763057792,315.4,170000,2,150000,1,50000,1,99.95099,15.95011,517,1.7
